N,P,K,temperature,humidity,ph,rainfall,label,Family
34.75492243984017,111.12154622725544,-15.158098701863658,33.22299428164677,71.92739028860768,5.3893172708306505,104.05903528969951,Maize (corn),Cereals
13.121792423929868,45.89627398999458,22.134821720299932,23.872311289633544,75.78709316972503,6.0734061824707295,80.81992709688059,Maize (corn),Cereals
41.86688815711249,34.87067760330457,153.43251362294757,24.80458189401935,71.87383656792842,6.150353519540846,151.96214864899991,Maize (corn),Cereals
38.76002672153119,89.20938248156119,-43.35320198823458,20.84170658992815,91.64040982482939,7.035546437620514,99.92835773181864,Maize (corn),Cereals
55.09061534703745,33.42973258163667,37.20370575370453,20.447003482096093,52.71776247040184,5.137465592493625,-7.423021021486562,Maize (corn),Cereals
19.063178463126157,23.284156790756374,106.19176029347247,26.30562584148684,54.280190012386385,6.989228366913572,80.40836881553544,Maize (corn),Cereals
36.03407484020137,41.295240597097276,169.48385424779968,28.362582748844,100.99299288579564,6.914802932980849,77.20483694022289,Maize (corn),Cereals
90.47004470543379,50.58879285110825,-29.023859087438105,29.428375752418965,50.610831359392456,6.530187734295686,91.11805696254555,Maize (corn),Cereals
79.3780207227861,84.9121791951122,77.88279697050595,17.83803301158912,61.04592598072588,6.362477951923832,140.0356110774521,Maize (corn),Cereals
69.77435183539114,45.747374702805736,50.069864136218804,24.326530614724746,57.65580266343286,6.439144189351311,177.60834762532951,Maize (corn),Cereals
47.37940384593198,-3.8297981334160127,55.00023765338619,26.389605007388884,94.81446452872066,6.476335287276048,107.21292977114025,Maize (corn),Cereals
-23.998064080153362,52.571119459873316,-0.6142183425748442,14.935389275374368,114.30306016964332,6.587156627035292,162.6628170117729,Maize (corn),Cereals
47.58786535922551,-25.462910680883255,60.60873131439973,20.97399355197406,59.46777522587412,6.510289788097275,115.36643066634826,Maize (corn),Cereals
59.51525604136955,55.18244785377328,71.1180593917181,26.541341019379463,80.57448386178419,6.168925808529978,46.68254924270891,Maize (corn),Cereals
-26.213674892105352,49.970827402924805,58.281328808313944,26.661166807888133,50.43572046918301,6.628732363457197,107.50192231804544,Maize (corn),Cereals
42.70740304581501,61.326462937382985,67.066314339263,22.74544688697003,76.47275952765861,6.845811383643225,62.29516635560889,Maize (corn),Cereals
125.27413799119546,50.91035547040277,179.6986289052334,24.486873747221054,68.7952382126638,6.34646871896554,79.06633410464435,Maize (corn),Cereals
63.869127833646736,88.72088059760989,101.87864263301141,27.011926932629315,76.21240315742236,7.108720292335209,80.77464067572778,Maize (corn),Cereals
87.56377220869098,52.07932228161605,59.551650205517845,27.190965867794205,91.77452232993514,6.670293304383392,169.76925103503106,Maize (corn),Cereals
92.79585286084361,75.54020047804984,93.50482190087939,25.18345413486707,77.31107438768888,6.3033458527016215,228.989476318455,Maize (corn),Cereals
123.56831825679589,83.54515908663976,36.26127597905762,33.00752560325624,79.28929566290125,7.45446008170024,15.547586282125636,Maize (corn),Cereals
-2.4503723172196388,13.479996948969735,-4.154664742171171,29.869013221875083,100.70852612458492,5.321083937661311,136.35134925408477,Maize (corn),Cereals
-5.164225768988736,23.7153663106893,114.810181469419,20.495172805173766,81.77545458642304,6.854751993403063,139.72974860908866,Maize (corn),Cereals
21.715299565625173,72.96853971741237,119.19295916698687,19.74183348871813,80.81778530030152,7.212419644301028,72.36029035991919,Maize (corn),Cereals
58.03857699742087,45.97275416295939,84.18997904378486,29.29811786810773,51.068340305869,6.38692471763593,92.327539759115,Maize (corn),Cereals
37.60772678979766,89.5202231266492,102.31367980191821,23.892436274467766,48.88049614321746,6.998246784859262,15.219843759109963,Maize (corn),Cereals
88.842460400856,95.9885638090618,-10.020187606318025,23.10014187267025,131.87171741741977,6.004691246541315,196.77071767444886,Maize (corn),Cereals
85.10318725297188,92.84252149769083,10.593283032323562,21.96739625067,62.534823483511914,6.444264809472029,116.37967517371222,Maize (corn),Cereals
71.913981177102,14.551614140669713,27.634961634761325,20.712687387147632,89.92598005386533,5.670908450423127,116.5646142334561,Sorghum,Cereals
38.72919984426346,59.37645011040833,83.08067088778563,30.53427830300572,59.54521731491943,7.06885685329223,-48.678214938915644,Sorghum,Cereals
18.918714844214843,20.253132667783227,64.6051521737927,28.932669044694734,76.48157408434976,7.249574412930679,151.77983253438853,Sorghum,Cereals
121.6498801129645,51.800942272113026,106.92138333144348,28.056403691254047,87.7732319078135,5.765037930929517,80.88487768125079,Sorghum,Cereals
62.4339509271268,75.73535976787299,79.34929613923599,28.01741253750929,60.333834857779514,6.648315879492443,218.1575117799125,Sorghum,Cereals
-7.898891092086075,65.84403059222507,103.84246779778175,23.618691598417755,38.737294845135814,6.430828208238963,101.0718227404828,Sorghum,Cereals
66.11716918235759,127.96564391093618,-13.145628812354445,20.82658631437204,116.06563984094487,5.868956485028368,103.5108813629516,Sorghum,Cereals
64.06390744880908,49.28114984900404,161.4434195818532,23.58612685240137,54.2530998587379,7.576347310061008,135.76491414514473,Sorghum,Cereals
57.89198861619253,65.42968455594286,50.41527321712841,25.692542106912303,83.62741571341711,5.9168511346754755,110.61533200984971,Sorghum,Cereals
55.188324463850165,42.57794009106901,90.33364132061052,29.545931064628046,84.26148215503162,6.229003303777258,129.53770675536913,Sorghum,Cereals
25.22694604455251,40.23625001962748,187.00723436121604,21.689795220074938,94.9924430527336,8.656968464318032,164.1087390369078,Sorghum,Cereals
142.765570480288,26.711772138632067,5.840375103420932,32.056811036296565,55.4454358357645,7.069352492672546,-76.62070097634209,Sorghum,Cereals
109.48257919371034,93.88152023412925,75.4908090733892,22.299457187752378,109.6693866308732,5.193490893641707,209.6289837706201,Sorghum,Cereals
85.0215258499821,108.94882260752642,71.13444024433056,31.754712232933727,102.60465217052227,6.088248899582685,121.51594235467698,Sorghum,Cereals
112.33662053174105,77.52310018513452,41.620801525808695,33.764576468244435,59.198598759969414,7.641629336348419,-23.925301313191397,Sorghum,Cereals
33.615949058777545,34.06563447082639,59.3509272844384,32.035877227435115,93.39065062706717,5.948583161244361,201.27202971259044,Sorghum,Cereals
19.903256789861754,46.426484568756166,-23.0843815797461,30.743134166732595,81.09264305291481,7.453568646953286,105.49181656246044,Sorghum,Cereals
85.54845767608819,52.77822871432247,82.53569519173513,25.207008323859867,65.17382372325204,4.807465293826185,13.58721367341792,Sorghum,Cereals
99.22922173825476,64.04981049826254,109.96067421790883,22.737460786411134,95.24952825642974,6.931302266131915,98.33846016760174,Sorghum,Cereals
-4.194634099334138,62.29839240205064,42.4297554336607,25.73365393618565,30.770469959672162,7.35563719556383,61.29666925645762,Sorghum,Cereals
0.7249408561509227,44.51143671440884,-5.31931098502028,27.02947339565452,80.99083897711466,5.656074527319739,67.87797329395005,Sorghum,Cereals
0.29835087139180416,80.542713991248,-38.662481453937964,24.82474700544304,73.28000855924525,7.092664993155215,130.80842713687295,Sorghum,Cereals
41.78270060726211,21.531289508095217,-54.03706977911755,22.68874538242474,53.29039467810293,7.2341488999008305,161.50272398722376,Sorghum,Cereals
-22.886691495870032,15.719648740818677,26.077210907639714,20.127276975545783,95.38609522942907,6.736077106876779,96.11260391430062,Sorghum,Cereals
32.53509379646292,74.95972185738728,48.77875440133988,23.996995299155348,89.08442729711258,5.882718809845266,140.18263928966613,Sorghum,Cereals
130.5920628700372,74.23324993672912,-52.62826941771733,20.423938435581324,113.00899642793212,7.159446852690454,64.03599912381151,Sorghum,Cereals
80.05748019354917,86.6577914261895,23.17664512965675,28.508097198058277,46.430637944090435,5.751616852570071,116.13846993421866,Sorghum,Cereals
70.64064005405386,-22.054058177024544,-11.28047445216201,19.85268448413614,59.18706528975302,7.307915938713549,91.43970823887246,Sorghum,Cereals
138.7099528889201,71.93464848308241,-6.252825780090376,28.233572656798625,48.042594923395654,6.8143402470361165,144.45245165453392,Sorghum,Cereals
54.9564896943135,116.81158568876316,88.98132888376752,25.388784877538296,91.26998071593245,6.545144079008343,155.8377226167409,Sorghum,Cereals
107.66123837069497,-9.861913488944332,28.618692580903733,24.616263515199286,46.52436237821599,4.80022438722772,26.504984511375568,Sorghum,Cereals
114.77315711958008,71.17825999697612,-6.137382910998475,27.62501280511494,45.365303191473416,6.566337346278664,48.81948212615389,Sorghum,Cereals
74.87279622292098,22.95953547993597,94.02002975823558,26.617519286933266,68.87133247353997,6.228571701389346,113.88960652103275,Sorghum,Cereals
138.15632025985184,59.605187959170514,36.18818073898547,27.00660459331836,66.67180285813646,5.808762526713407,213.40517882130212,Sorghum,Cereals
94.87257869791708,63.31168957785428,57.035245706597806,25.808842892964723,71.7150012151373,7.010111955312107,74.99775802500622,Sorghum,Cereals
90.684239431305,29.710208609757125,90.05034595267847,22.244510190934353,54.081403723732166,6.87462617698297,114.74332222881232,Sorghum,Cereals
29.80192276589529,87.70922992844697,98.4136897983764,25.94122462201039,65.38497272288934,7.254125104380197,123.51928396213609,Sorghum,Cereals
20.276486431651104,56.31684368851594,38.00586415208744,26.482223743993845,96.56729915578876,6.963799412768316,107.4500003540678,Sorghum,Cereals
67.76428764554008,69.73588858937741,40.64583234757867,36.80765982562403,66.0555932158747,7.428594991348698,106.81552947609137,Sorghum,Cereals
128.75567581908228,-4.324282688114025,78.04561623447783,25.796228137413156,51.89242513023421,7.898713058583688,60.638930994834304,Sorghum,Cereals
54.011099623957115,57.10535093958975,151.7957454523199,19.839746052339827,64.57306566203098,5.290429749537573,122.8021705577701,Sorghum,Cereals
107.12369010860706,66.03097333338067,162.730141420526,18.772432136377144,64.04914394622025,6.072696385536723,154.3473993027264,Sorghum,Cereals
50.255859950561735,49.91084352133901,33.186103033449506,25.638094306234624,78.22366803158481,5.725952839779542,-41.39687754768086,Sorghum,Cereals
41.86955171245981,43.066891758268824,83.35023067352617,19.936333743869287,69.49570512947807,6.599298510990629,212.84839107650143,Sorghum,Cereals
41.42028929272667,27.035630412246284,42.22001261487115,19.176308041828765,103.35660665538498,6.478662616636235,97.43276720439599,Sorghum,Cereals
30.86488143069999,28.936641320250303,4.7898624563693915,28.366113945959096,54.89881357520627,6.95812626766507,74.03436057872375,Sorghum,Cereals
141.21015146417463,95.88237842843577,143.38121136693618,15.444011341817895,64.18677821775015,5.784068462248014,110.85203262399939,Sorghum,Cereals
11.888827239847465,48.210491624843826,91.57584622427862,19.778516286242773,60.1458859591927,5.577402066214748,81.23345493003774,Sorghum,Cereals
85.31926532724148,42.72974012455788,-25.86215305811023,34.21014649723834,55.58112524916375,6.883143019478301,152.07572390652587,Sorghum,Cereals
15.863510025369436,41.46819371870318,133.10715012366308,23.354075684509475,83.67506998521269,6.232286521213217,139.12904388390606,Sorghum,Cereals
-67.43425893643544,64.76466753071638,117.97959134664794,16.161623053331965,56.2130858311545,6.51495232694464,159.53867446867832,Sorghum,Cereals
105.14535850452211,21.33460165730898,27.746208611967802,31.842555360156183,86.03120618370309,6.70392143537442,135.41729807708745,Sorghum,Cereals
79.88892577741683,50.5280967139388,44.84169206425268,15.638248887001502,99.98265237223882,5.999255565906273,59.30367466181652,Sorghum,Cereals
-0.24294197219601443,88.91849745525451,5.951704566983409,27.968377753181095,81.83687681679663,7.0202530353157595,25.371100762262785,Sorghum,Cereals
3.504718503167254,39.76381660788341,113.11435364589241,23.406529641495688,51.04730817425171,6.710467199100969,103.09245173435903,Sorghum,Cereals
24.11899575896183,59.14456466983674,53.98286721991918,19.754077987714993,64.6761695390423,6.297705413358137,116.54144041518927,Sorghum,Cereals
61.310638656193625,72.41591693028779,50.182664008368306,27.65221042330766,92.90175357033807,5.896551218449142,40.226212044138194,Sorghum,Cereals
30.713677101216746,26.415001966302142,67.74938349189185,23.546947527818922,75.04212813923272,7.813314381712556,149.30453756026304,Sorghum,Cereals
30.78886152875962,7.527988429899281,67.0252903783321,23.799581357333935,81.54485918545546,5.967973696196821,64.98325582744954,Sorghum,Cereals
38.696324457597726,35.900120444172344,120.61876550331854,26.10624733824464,70.31873989450946,6.004942383409671,94.09199426611625,Sorghum,Cereals
82.88071457945935,61.87503496593599,76.38390420962807,21.660289069325003,34.88987758587805,4.697554034629879,172.8763338960735,Sorghum,Cereals
13.436580740326953,-4.585490250286057,18.37226627408032,23.657197982804263,30.87714345125582,8.411813319004995,124.42161402293185,Sorghum,Cereals
47.5509258886882,0.6579636222705716,84.47577412679006,27.863132034524252,95.00325293736759,6.755618241789312,165.5742750179756,Sorghum,Cereals
62.49027423570543,-7.6248764393056945,21.637739229458134,21.683707189429548,78.44247952902595,6.156660176738525,89.21434178879862,Sorghum,Cereals
-35.06942430322318,29.99466436821621,81.92729526954119,21.09648147080486,91.81430461749777,5.482046068789559,155.17730814788717,Sorghum,Cereals
58.70416853481713,30.420918526934837,44.95930629614324,21.196757446802195,80.68519493648506,6.161046256609873,180.2607913938884,Sorghum,Cereals
-23.291317321556313,41.089391515623575,102.05616975188642,23.983158193316402,125.3110892240835,7.061234284728018,105.42243434369492,Sorghum,Cereals
6.285365247005004,55.79878051958682,-85.46195880715914,24.501443835038092,87.07680128015404,5.5071045452788265,71.8875159425354,Sorghum,Cereals
-6.914313778273481,28.186645847224284,18.657397551002543,26.320116554904015,64.93601138285682,6.872555864275562,61.876528919813495,Sorghum,Cereals
21.480233211177193,74.03422769773775,41.78566519420126,21.72875382821747,74.41298391577591,6.628531646323102,243.2974798091132,Sorghum,Cereals
107.94074092184323,43.607471448843576,62.59704897879182,19.55510433309602,65.29169974348285,6.304429005857993,123.85209013728812,Sorghum,Cereals
68.33234820029838,3.588216372478435,189.52867349433274,30.189350353068292,29.38005470472276,6.130574897056537,66.74804638488854,Sorghum,Cereals
85.02966780170026,28.28446226996174,49.45126591226049,25.56410894041933,56.51769375185399,6.833631626531815,84.48633957099915,Sorghum,Cereals
-3.0690576248447456,23.828811126291125,29.00628352903405,30.510902925283958,83.06858780364749,6.643401968500312,161.38441051514582,Sorghum,Cereals
30.422723896939562,18.59639853051931,64.71215063084932,28.94607135815881,76.95120421553825,7.197542133742297,43.80217493557125,Sorghum,Cereals
99.90671427699294,71.45185182072075,-23.662150143117223,26.00771864570723,91.3475281940435,7.633702657041335,162.51025987611683,Sorghum,Cereals
88.3324800438115,-1.3988842292487291,62.078133847118806,17.95937446135324,45.126731420048614,5.919491235562681,225.459294777168,Sorghum,Cereals
87.06868742778028,94.96561084177586,11.51322418716331,27.754009284099215,56.111448383659415,7.350940269815304,25.194964150871314,Sorghum,Cereals
11.149076754194752,98.59414358761825,105.06809023215308,18.725011545242054,132.9508799661061,6.863811041175723,113.87745517080077,Sorghum,Cereals
58.35799912701249,74.70054886722683,137.0570447290221,22.33257635689349,81.67426294645091,6.98861964433395,103.93794401796069,Sorghum,Cereals
77.06518089107546,29.273189218345372,44.23965722173847,31.028150184485483,48.45142949595446,6.981698977555781,176.20775260960102,Sorghum,Cereals
31.78830937754502,29.575186285054674,111.79439345508646,25.61096051537411,80.24506650050479,6.893770790299905,200.01008104070382,Sorghum,Cereals
-4.993245273886551,41.45634164775254,24.862216850523275,17.449330312284182,71.5201420051318,5.776898279331691,92.64834103501795,Sorghum,Cereals
35.421053764751875,10.474968049188178,85.8650405109494,26.198420064351616,75.04401810561288,6.691040128838517,90.43877046955382,Sorghum,Cereals
102.50846927686727,71.21511412495988,57.10803984925519,29.269823857615325,97.29209778696926,6.928225665882308,29.888610910787577,Sorghum,Cereals
31.772909726848578,52.529722930197025,51.93303141915605,26.155710538177477,85.50329517492769,7.605194762211739,141.32919760442712,Sorghum,Cereals
-4.099960397988895,31.726299803960803,21.226741412293492,32.24155144990717,106.7772155815443,5.495711775148677,115.91585458011626,Sorghum,Cereals
100.78233987490165,64.16732415679263,41.17380975986478,28.69719714308547,90.88985779247932,6.18244766053725,123.28395872748042,Sorghum,Cereals
84.71601030928409,-3.9407866471256057,-15.4751009014783,21.971564859706543,90.89651087598617,7.369643490233451,59.02292682775175,Sorghum,Cereals
20.75069288715339,19.973290214438222,25.544502987008155,25.19474157378525,65.0439750827993,5.9675134636609135,56.60497375528949,Sorghum,Cereals
53.264268573888074,64.25394501106993,26.24431375784766,26.91882491205219,103.29523285289238,5.2329455307050035,121.89969009287297,Sorghum,Cereals
24.52095307863358,113.66352621322994,26.63143420242439,20.72408586881452,34.35850748497671,6.689536590718355,75.37816249786549,Sorghum,Cereals
90.26918225978677,104.59971344643762,42.64548325888276,26.90810231279211,53.54882759797468,7.245068771300724,120.32631752742205,Sorghum,Cereals
88.453838849651,29.56823369527091,77.74691993938579,28.045658043644984,68.20772104257465,6.6150890332446926,99.97669291714313,Sorghum,Cereals
3.0630040155035445,-5.842477252685086,64.60318015932503,33.480731750045365,85.23678653528994,5.611351348833396,103.80190804785829,Sorghum,Cereals
108.59361539178718,76.46308162541517,-59.11144712016473,27.07429571892856,80.26031151428153,5.61347885773625,133.03838072194992,Sorghum,Cereals
66.39123649074797,44.901234636002805,98.96722764419843,31.1204283913389,40.9023018787062,6.749373517617933,61.374616142451515,Sorghum,Cereals
87.81473901210745,101.56145248056954,46.14267011814772,26.276736916342745,60.94312746690836,6.911876856588059,96.70739418174976,Sorghum,Cereals
43.523408424159754,101.41390833852395,44.41748125502777,28.95670675542631,68.0637429877427,6.647996643100098,61.706688899472546,Sorghum,Cereals
80.48783004326688,46.63278446405533,26.190742225751553,22.196081685050864,45.837824628726665,6.5049352257145845,64.75516932143233,Sorghum,Cereals
33.44285397937905,21.034643389417887,0.7819096658506268,25.945917683400047,103.54342723553339,5.756321226759745,53.79171009269978,Pearl millet,Cereals
39.118340404118406,33.34829668392531,19.969997297327655,22.833348743960734,67.63574257849835,5.313450430873139,59.92737312479157,Pearl millet,Cereals
57.13042451067587,73.57823099815164,17.158958027817544,20.875144306554525,69.3112541537214,6.489696206020096,109.77210569709932,Pearl millet,Cereals
123.80691487755877,43.97574992456523,15.224631514436403,30.004266576928405,110.38984296523806,6.604719762644529,136.14446999462277,Pearl millet,Cereals
40.67844086629462,105.61084420754332,24.818904941687247,19.91938944698179,95.46291420949677,5.064728184404848,69.52002025335179,Pearl millet,Cereals
31.501538179870703,69.37298094945473,35.570286988170416,17.538095289528773,105.41609901708502,5.706673402899157,129.65688041891718,Pearl millet,Cereals
72.754194486622,17.637373016309965,-23.256866392095468,24.2701932437093,83.44699781288031,5.591487409306562,66.10379946937246,Pearl millet,Cereals
21.176146432331645,145.08551925582907,85.57785336717681,21.12586028768864,65.89001442685606,5.4561527259335865,34.52043831807062,Pearl millet,Cereals
53.82281019320763,62.07103960801039,224.10128883042765,33.89784533634906,43.68989024162561,5.721583998532892,173.8984797744456,Pearl millet,Cereals
79.94430047898035,77.69041931276242,22.333820766567257,31.145219284761104,48.73400271601396,6.785758803971157,145.51799925507902,Pearl millet,Cereals
10.31856163802506,67.30668895483576,-14.834484432428837,18.962547870476797,116.49822502259478,5.72512134168453,167.15324651729657,Pearl millet,Cereals
50.01807998529607,29.650816480882916,82.15125316691055,19.959123371694346,66.45823981470424,5.983411839859643,93.3859717371388,Pearl millet,Cereals
74.50924679422388,3.990854976416088,132.65460175458614,19.035287955665158,75.43529630765768,5.318016544573451,114.38092820328961,Pearl millet,Cereals
55.015236190910414,98.27969396573857,-37.04018661417957,26.820468519429063,87.62348171317652,6.882565833057518,164.62315334973073,Pearl millet,Cereals
37.256212403261614,68.09689263652183,27.155549393795756,17.94414387790594,49.57407129015159,5.873096304022923,123.74985328730055,Pearl millet,Cereals
-15.621781190103825,54.10369332596755,24.856156766166354,23.88173480016277,82.64994529310829,5.7902245313694864,33.203434839266976,Pearl millet,Cereals
5.249043514206107,46.04247529971746,-14.002832277847808,20.4553031537903,83.61345814772778,7.451337994682007,46.92156825274053,Pearl millet,Cereals
36.92388989064191,54.306252409183244,185.48477812268666,27.851391282249566,81.20158715762565,6.616146794861399,190.82753934765327,Pearl millet,Cereals
63.703541095652895,163.7771645245008,109.33695110831542,32.13583631625404,84.3789592368753,6.3354293981597225,143.15103854162842,Pearl millet,Cereals
35.85107556506456,57.729858638434266,67.45513528457438,24.864687060149723,83.70969057180083,6.894686635337378,-6.463832457966191,Pearl millet,Cereals
39.93826339630516,65.24562983109237,-35.84514259798039,18.872121042525777,52.14249813716768,5.210613658055578,107.26746052663381,Pearl millet,Cereals
50.73961818241393,42.151417342750065,-33.78631628804283,20.6288063374806,77.50278505528533,5.869264877324836,154.0794198040948,Pearl millet,Cereals
96.82085121949484,66.57325524923974,-5.337991394678063,29.033334904278274,102.03070657331843,7.053354421418097,125.00783466229319,Pearl millet,Cereals
66.24483439282788,72.5115141490062,35.479667689588794,32.15132788722659,77.2723850545866,7.069690244118538,117.60036538124655,Pearl millet,Cereals
-6.152860813822947,61.642515126854164,-41.464933682644805,21.653919806583716,44.251187323401695,5.553049921760836,57.393625699649164,Pearl millet,Cereals
-14.100592000931236,-24.855593470390062,16.628998001358607,28.484571167996513,88.34088490830214,6.251482191649726,28.44354998732095,Pearl millet,Cereals
53.90170982033036,89.22996647012108,103.14944823382594,26.082924975462827,54.38709451871162,5.32363842438238,60.506950243267966,Pearl millet,Cereals
55.4702306520164,59.5512328471824,91.61756497911924,37.948403858718166,53.62520386125179,7.306926321529769,48.215294504728924,Pearl millet,Cereals
17.281482385591474,19.017082259193664,115.6920929834742,30.78304425474874,46.57311559408245,6.861094198283755,69.42531893055923,Pearl millet,Cereals
84.83684035365692,59.82302150792197,118.31271154933,26.91492650741148,81.49720582796255,5.779340172273727,106.43912279908187,Pearl millet,Cereals
3.7889343606310533,64.22389063719662,19.13359747889506,27.761923834575242,65.59295171530772,6.607084653550095,142.29440007774625,Pearl millet,Cereals
97.79069997847262,61.850297191149934,40.1995959371151,23.76083846440096,89.33903942417871,6.697752157161959,229.90772363434382,Pearl millet,Cereals
96.9378607487171,21.561825686738512,89.60522354541979,28.073241933774746,75.12413907812184,6.845197888318858,164.09054833731233,Pearl millet,Cereals
23.87692213631944,77.41626907329726,2.623854835870155,31.566223620444678,87.03980224545148,6.789918475446699,77.67538804450021,Pearl millet,Cereals
104.30220701518088,9.45539580614063,74.39168989055264,15.194477164891023,59.2679635229278,6.2932677862025,63.09196830146114,Pearl millet,Cereals
25.69084623828879,80.92734251203802,-32.11281354393993,29.74900866777056,67.31661558324812,6.630785862382937,111.40872239471443,Pearl millet,Cereals
16.608331816271914,88.10639949066153,82.32026780692904,26.963117555691554,64.50238279193366,7.1532765896442445,150.9724614981878,Pearl millet,Cereals
37.002741222632956,15.68270881047733,82.96305709396506,25.643054986673413,47.485553512154084,5.663649233174432,100.27106984503898,Pearl millet,Cereals
20.499428117285465,24.92961424947412,-9.20357529578716,23.016451219046733,86.9786482669469,6.505771872497076,95.42783775377993,Pearl millet,Cereals
118.03274484466098,89.63554245816681,52.74958448004517,20.51464613513415,95.27790966311558,7.23194620740398,32.98365832476743,Pearl millet,Cereals
58.71929350618944,43.602980733669256,110.74926102122222,27.926969704064543,91.19207851897815,6.384927166274853,108.61125046315095,Pearl millet,Cereals
100.42360446924161,3.298789282695111,-14.725818220678597,30.70616425456523,59.168300577707875,6.351050351595672,86.17720032679307,Pearl millet,Cereals
43.03452782501411,73.59432197754106,65.20470546801326,30.41733553202606,78.9565104220812,5.577887738610588,175.34995505986768,Pearl millet,Cereals
44.24099932947877,58.34041110976948,50.19468657403327,24.810226978055727,71.26367638668067,5.951570018757533,81.0430771488116,Pearl millet,Cereals
77.40050997239797,44.104878225952945,35.671904173884265,23.65017326714817,75.04829481439594,6.666080215907726,109.86048641395173,Pearl millet,Cereals
-24.672980765513337,21.163552391180332,107.58903724340487,15.663294050179628,69.18871361922149,5.523650359437564,91.58601297593475,Pearl millet,Cereals
74.56082331495507,51.063703917888446,115.54220405693434,25.330576775242886,74.57974382342712,6.240619089629981,120.09234446869705,Pearl millet,Cereals
69.86632890913337,54.39430184081202,0.6577805951560194,23.9649217201013,59.328066814132825,6.940926463821238,196.26657401541655,Pearl millet,Cereals
76.37813333704882,46.624205177352216,-21.869942782161296,21.211133310155248,52.28945834267972,6.168737964200868,80.203573271854,Pearl millet,Cereals
121.61217451998479,63.714381730484114,36.66543888376698,24.434553560222213,39.94902351035879,6.396128245692569,50.719526309292334,Pearl millet,Cereals
147.01281417912887,63.04960674726161,-37.21162281280639,20.96897432308863,34.796870186535166,6.783606744553626,101.7151378961997,Pearl millet,Cereals
80.90416834994191,41.804847330485984,95.6538367823239,24.947503148596244,94.64450915430429,6.3177074321862285,67.41951856502911,Pearl millet,Cereals
76.59011077040265,27.355428628492362,84.4111519256807,19.852868155610015,72.0328849284962,6.154451990387569,132.9702816066215,Pearl millet,Cereals
55.952458838750886,10.96529085517573,65.7970294876589,34.69177293570842,57.05470961953206,6.326320457102527,251.22346159001967,Pearl millet,Cereals
33.64389914031172,73.32922426601996,76.52726424786316,16.011780303064302,92.28516836775398,6.599768449366065,-2.7228509795270526,Pearl millet,Cereals
102.40994852244796,16.76261152470976,66.32636069541084,33.40038327419505,73.5610071753864,6.3913080202980534,40.40380315139752,Pearl millet,Cereals
25.84146221484082,117.30633641158275,19.016992312113494,26.645237631878203,85.0830749933346,5.714080678312087,145.91854717302385,Pearl millet,Cereals
67.47876266933204,81.96017817183511,38.92737062208934,27.200664514725336,99.24104899972599,5.4508350207390395,195.97106630299896,Pearl millet,Cereals
-0.2603471821794443,86.4731510248977,84.02808534198971,24.33112853488102,73.00006868358977,6.122397185811271,77.20196461672147,Pearl millet,Cereals
50.5034195332395,75.50701605001538,-23.1057107344489,25.079883861721857,60.897225968231474,5.961969321596678,43.95018669403039,Pearl millet,Cereals
102.18248503699189,16.201715922143357,73.7689536806724,28.450676363600188,102.75763229376321,5.7421100456856475,151.6360380269926,Pearl millet,Cereals
92.40406450133023,72.79520178053599,-24.922519853485817,28.644947406036838,70.0192221637048,5.930513426524435,29.72756790826415,Pearl millet,Cereals
50.40530626798383,100.52118809134646,108.46865723742111,20.819018770758404,40.950320024287244,5.987326744380577,215.43419575446939,Pearl millet,Cereals
-7.46568489183764,92.7298707801193,81.107685069966,25.75466254069825,46.66465425632835,6.1939910978332895,79.88570000568916,Pearl millet,Cereals
60.16409830515712,9.475055414230717,72.08282714012327,24.63872245725064,81.07419414053595,6.613257686112826,133.11470294372995,Pearl millet,Cereals
59.29020110007568,18.0861487387037,89.97869279469032,23.45542168445525,59.28268243468423,7.063781665250552,4.969429062440099,Pearl millet,Cereals
66.14982509254568,143.43210370349016,43.18776524618702,32.53745034641371,18.66958587199376,6.367838123686993,-10.963993309499529,Pearl millet,Cereals
50.5584053126777,53.57173921861352,67.17628440685479,17.056747100706602,84.94603948769497,5.885078242094063,176.62706758242285,Pearl millet,Cereals
28.964212825144845,37.793915586826145,24.865947427830942,28.336931892747703,82.41669976295732,5.865848826841726,47.18420363631313,Pearl millet,Cereals
76.48603716430482,70.69710422211313,2.022454610020098,18.1518348002472,71.5025736476438,6.503042001831826,38.328509841691286,Pearl millet,Cereals
56.60052662107658,47.267137136602095,81.57586036304954,35.57609638604222,85.25990562397469,6.321237296137715,138.87599031681629,Pearl millet,Cereals
19.13140445698032,108.18692362907905,39.00859616681016,17.361529232671728,83.03024610479922,5.912816587336994,107.65346567332462,Pearl millet,Cereals
34.58316401904416,50.47375059295175,-18.615918429469097,27.739578251610553,95.36299148062798,6.568463710053417,37.54484167704584,Pearl millet,Cereals
66.71381421779954,63.5275025419085,19.381783287257015,31.169028284096125,43.98219776169614,5.231608352387222,227.20299057798348,Pearl millet,Cereals
21.99382764010453,62.70111240044079,-16.12905952273777,21.63057202040261,49.20677358602714,5.752594445832158,89.18430399828142,Pearl millet,Cereals
-38.328186083760464,71.08157459057321,163.9329508355986,21.169005408423203,96.49919322483126,6.277130347394974,50.76613091003144,Pearl millet,Cereals
19.698135054192143,80.57828900724249,46.76229253550727,30.52619109543717,59.07032572075688,6.127889538948546,151.47091875700244,Pearl millet,Cereals
